introduction_id,country_id,year_id,description,intro_status
145361,14,2022,Hepatitis B vaccine,Yes
145362,14,2022,HepB birth dose,Yes
145363,14,2022,Hib (Haemophilus influenzae type B) vaccine,Yes
145364,14,2022,HPV (Human Papilloma Virus) vaccine,No
145365,14,2022,IPV (Inactivated polio vaccine),Yes
145366,14,2022,IPV (Inactivated polio vaccine) 2nd dose,Yes
145367,14,2022,Japanese Encephalitis,No
145368,14,2022,Malaria vaccine,No
145369,14,2022,Measles-containing vaccine 2nd dose,Yes
145370,14,2022,Meningococcal meningitis vaccines (all strains),No
145371,14,2022,Mumps vaccine,Yes
145372,14,2022,PCV (Pneumococcal conjugate vaccine),Yes
145373,14,2022,PPV (Pneumococcal polysaccharide vaccine),No
145374,14,2022,Rotavirus vaccine,No
145375,14,2022,Rubella vaccine,Yes
145376,14,2022,Seasonal Influenza vaccine,Yes
145377,14,2022,Typhoid,No
145378,14,2022,Varicella vaccine,No
145379,14,2022,YF (Yellow fever) vaccine,No
145380,14,2021,aP (acellular pertussis) vaccine,No
145381,14,2021,Hepatitis A vaccine,No
145382,14,2021,Hepatitis B vaccine,Yes
145383,14,2021,HepB birth dose,Yes
145384,14,2021,Hib (Haemophilus influenzae type B) vaccine,Yes
145385,14,2021,HPV (Human Papilloma Virus) vaccine,No
145386,14,2021,IPV (Inactivated polio vaccine),Yes
145387,14,2021,IPV (Inactivated polio vaccine) 2nd dose,No
145388,14,2021,Japanese Encephalitis,No
145389,14,2021,Malaria vaccine,No
145390,14,2021,Measles-containing vaccine 2nd dose,Yes
145391,14,2021,Meningococcal meningitis vaccines (all strains),No
145392,14,2021,Mumps vaccine,Yes
145393,14,2021,PCV (Pneumococcal conjugate vaccine),Yes
145394,14,2021,PPV (Pneumococcal polysaccharide vaccine),No
145395,14,2021,Rotavirus vaccine,No
145396,14,2021,Rubella vaccine,Yes
145397,14,2021,Seasonal Influenza vaccine,Yes
145398,14,2021,Typhoid,No
145399,14,2021,Varicella vaccine,No
145400,14,2021,YF (Yellow fever) vaccine,No
145401,14,2020,aP (acellular pertussis) vaccine,No
145402,14,2020,Hepatitis A vaccine,No
145403,14,2020,Hepatitis B vaccine,Yes
145404,14,2020,HepB birth dose,Yes
145405,14,2020,Hib (Haemophilus influenzae type B) vaccine,Yes
145406,14,2020,HPV (Human Papilloma Virus) vaccine,No
145407,14,2020,IPV (Inactivated polio vaccine),Yes
145408,14,2020,IPV (Inactivated polio vaccine) 2nd dose,No
145409,14,2020,Japanese Encephalitis,No
145410,14,2020,Malaria vaccine,No
145411,14,2020,Measles-containing vaccine 2nd dose,Yes
145412,14,2020,Meningococcal meningitis vaccines (all strains),No
145413,14,2020,Mumps vaccine,Yes
145414,14,2020,PCV (Pneumococcal conjugate vaccine),Yes
145415,14,2020,PPV (Pneumococcal polysaccharide vaccine),No
145416,14,2020,Rotavirus vaccine,No
145417,14,2020,Rubella vaccine,Yes
145418,14,2020,Seasonal Influenza vaccine,Yes
145419,14,2020,Typhoid,No
145420,14,2020,Varicella vaccine,No
145421,14,2020,YF (Yellow fever) vaccine,No
145422,14,2019,aP (acellular pertussis) vaccine,No
145423,14,2019,Hepatitis A vaccine,No
145424,14,2019,Hepatitis B vaccine,Yes
145425,14,2019,HepB birth dose,Yes
145426,14,2019,Hib (Haemophilus influenzae type B) vaccine,Yes
145427,14,2019,HPV (Human Papilloma Virus) vaccine,No
145428,14,2019,IPV (Inactivated polio vaccine),Yes
145429,14,2019,IPV (Inactivated polio vaccine) 2nd dose,No
145430,14,2019,Japanese Encephalitis,No
145431,14,2019,Malaria vaccine,No
145432,14,2019,Measles-containing vaccine 2nd dose,Yes
145433,14,2019,Meningococcal meningitis vaccines (all strains),No
145434,14,2019,Mumps vaccine,Yes
145435,14,2019,PCV (Pneumococcal conjugate vaccine),Yes
145436,14,2019,PPV (Pneumococcal polysaccharide vaccine),No
145437,14,2019,Rotavirus vaccine,No
145438,14,2019,Rubella vaccine,Yes
145439,14,2019,Seasonal Influenza vaccine,No
145440,14,2019,Typhoid,No
145441,14,2019,Varicella vaccine,No
145442,14,2019,YF (Yellow fever) vaccine,No
145443,14,2018,aP (acellular pertussis) vaccine,No
145444,14,2018,Hepatitis A vaccine,No
145445,14,2018,Hepatitis B vaccine,Yes
145446,14,2018,HepB birth dose,Yes
145447,14,2018,Hib (Haemophilus influenzae type B) vaccine,Yes
145448,14,2018,HPV (Human Papilloma Virus) vaccine,No
145449,14,2018,IPV (Inactivated polio vaccine),Yes
145450,14,2018,IPV (Inactivated polio vaccine) 2nd dose,No
145451,14,2018,Japanese Encephalitis,No
145452,14,2018,Measles-containing vaccine 2nd dose,Yes
145453,14,2018,Meningococcal meningitis vaccines (all strains),No
145454,14,2018,Mumps vaccine,Yes
145455,14,2018,PCV (Pneumococcal conjugate vaccine),Yes
145456,14,2018,PPV (Pneumococcal polysaccharide vaccine),No
145457,14,2018,Rotavirus vaccine,No
145458,14,2018,Rubella vaccine,Yes
145459,14,2018,Seasonal Influenza vaccine,No
145460,14,2018,Typhoid,No
145461,14,2018,Varicella vaccine,No
145462,14,2018,YF (Yellow fever) vaccine,No
145463,14,2017,aP (acellular pertussis) vaccine,No
145464,14,2017,Hepatitis A vaccine,No
145465,14,2017,Hepatitis B vaccine,Yes
145466,14,2017,HepB birth dose,Yes
145467,14,2017,Hib (Haemophilus influenzae type B) vaccine,Yes
145468,14,2017,HPV (Human Papilloma Virus) vaccine,No
145469,14,2017,IPV (Inactivated polio vaccine),Yes
145470,14,2017,IPV (Inactivated polio vaccine) 2nd dose,No
145471,14,2017,Japanese Encephalitis,No
145472,14,2017,Measles-containing vaccine 2nd dose,Yes
145473,14,2017,Meningococcal meningitis vaccines (all strains),No
145474,14,2017,Mumps vaccine,Yes
145475,14,2017,PCV (Pneumococcal conjugate vaccine),Yes
145476,14,2017,PPV (Pneumococcal polysaccharide vaccine),No
145477,14,2017,Rotavirus vaccine,No
145478,14,2017,Rubella vaccine,Yes
145479,14,2017,Seasonal Influenza vaccine,No
145480,14,2017,Typhoid,No
145481,14,2017,Varicella vaccine,No
145482,14,2017,YF (Yellow fever) vaccine,No
145483,14,2016,aP (acellular pertussis) vaccine,No
145484,14,2016,Hepatitis A vaccine,No
145485,14,2016,Hepatitis B vaccine,Yes
145486,14,2016,HepB birth dose,Yes
145487,14,2016,Hib (Haemophilus influenzae type B) vaccine,Yes
145488,14,2016,HPV (Human Papilloma Virus) vaccine,No
145489,14,2016,IPV (Inactivated polio vaccine),Yes
145490,14,2016,IPV (Inactivated polio vaccine) 2nd dose,No
145491,14,2016,Japanese Encephalitis,No
145492,14,2016,Measles-containing vaccine 2nd dose,Yes
145493,14,2016,Meningococcal meningitis vaccines (all strains),No
145494,14,2016,Mumps vaccine,Yes
145495,14,2016,PCV (Pneumococcal conjugate vaccine),Yes
145496,14,2016,PPV (Pneumococcal polysaccharide vaccine),No
145497,14,2016,Rotavirus vaccine,No
145498,14,2016,Rubella vaccine,Yes
145499,14,2016,Seasonal Influenza vaccine,No
145500,14,2016,Typhoid,No
145501,14,2016,Varicella vaccine,No
145502,14,2016,YF (Yellow fever) vaccine,No
145503,14,2015,aP (acellular pertussis) vaccine,No
145504,14,2015,Hepatitis A vaccine,No
145505,14,2015,Hepatitis B vaccine,Yes
145506,14,2015,HepB birth dose,Yes
145507,14,2015,Hib (Haemophilus influenzae type B) vaccine,Yes
145508,14,2015,HPV (Human Papilloma Virus) vaccine,No
145509,14,2015,IPV (Inactivated polio vaccine),No
145510,14,2015,IPV (Inactivated polio vaccine) 2nd dose,No
145511,14,2015,Japanese Encephalitis,No
145512,14,2015,Measles-containing vaccine 2nd dose,Yes
145513,14,2015,Meningococcal meningitis vaccines (all strains),No
145514,14,2015,Mumps vaccine,Yes
145515,14,2015,PCV (Pneumococcal conjugate vaccine),Yes
145516,14,2015,PPV (Pneumococcal polysaccharide vaccine),No
145517,14,2015,Rotavirus vaccine,No
145518,14,2015,Rubella vaccine,Yes
145519,14,2015,Seasonal Influenza vaccine,No
145520,14,2015,Typhoid,No
145521,14,2015,Varicella vaccine,No
145522,14,2015,YF (Yellow fever) vaccine,No
145523,14,2014,aP (acellular pertussis) vaccine,No
145524,14,2014,Hepatitis A vaccine,No
145525,14,2014,Hepatitis B vaccine,Yes
145526,14,2014,HepB birth dose,Yes
145527,14,2014,Hib (Haemophilus influenzae type B) vaccine,Yes
145528,14,2014,HPV (Human Papilloma Virus) vaccine,No
145529,14,2014,IPV (Inactivated polio vaccine),No
145530,14,2014,IPV (Inactivated polio vaccine) 2nd dose,No
145531,14,2014,Japanese Encephalitis,No
145532,14,2014,Measles-containing vaccine 2nd dose,Yes
145533,14,2014,Meningococcal meningitis vaccines (all strains),No
145534,14,2014,Mumps vaccine,Yes
145535,14,2014,PCV (Pneumococcal conjugate vaccine),Yes
145536,14,2014,PPV (Pneumococcal polysaccharide vaccine),No
145537,14,2014,Rotavirus vaccine,No
145538,14,2014,Rubella vaccine,Yes
145539,14,2014,Seasonal Influenza vaccine,No
145540,14,2014,Typhoid,No
145541,14,2014,Varicella vaccine,No
145542,14,2014,YF (Yellow fever) vaccine,No
145543,14,2013,aP (acellular pertussis) vaccine,No
145544,14,2013,Hepatitis A vaccine,No
145545,14,2013,Hepatitis B vaccine,Yes
145546,14,2013,HepB birth dose,Yes
145547,14,2013,Hib (Haemophilus influenzae type B) vaccine,Yes
145548,14,2013,HPV (Human Papilloma Virus) vaccine,No
145549,14,2013,IPV (Inactivated polio vaccine),No
145550,14,2013,IPV (Inactivated polio vaccine) 2nd dose,No
145551,14,2013,Japanese Encephalitis,No
145552,14,2013,Measles-containing vaccine 2nd dose,Yes
145553,14,2013,Meningococcal meningitis vaccines (all strains),No
145554,14,2013,Mumps vaccine,Yes
145555,14,2013,PCV (Pneumococcal conjugate vaccine),Yes
145556,14,2013,PPV (Pneumococcal polysaccharide vaccine),No
145557,14,2013,Rotavirus vaccine,No
145558,14,2013,Rubella vaccine,Yes
145559,14,2013,Seasonal Influenza vaccine,No
145560,14,2013,Typhoid,No
145561,14,2013,Varicella vaccine,No
145562,14,2013,YF (Yellow fever) vaccine,No
145563,14,2012,aP (acellular pertussis) vaccine,No
145564,14,2012,Hepatitis A vaccine,No
145565,14,2012,Hepatitis B vaccine,Yes
145566,14,2012,HepB birth dose,Yes
145567,14,2012,Hib (Haemophilus influenzae type B) vaccine,Yes
145568,14,2012,HPV (Human Papilloma Virus) vaccine,No
145569,14,2012,IPV (Inactivated polio vaccine),No
145570,14,2012,IPV (Inactivated polio vaccine) 2nd dose,No
145571,14,2012,Japanese Encephalitis,No
145572,14,2012,Measles-containing vaccine 2nd dose,Yes
145573,14,2012,Meningococcal meningitis vaccines (all strains),No
145574,14,2012,Mumps vaccine,Yes
145575,14,2012,PCV (Pneumococcal conjugate vaccine),No
145576,14,2012,PPV (Pneumococcal polysaccharide vaccine),No
145577,14,2012,Rotavirus vaccine,No
145578,14,2012,Rubella vaccine,Yes
145579,14,2012,Seasonal Influenza vaccine,No
145580,14,2012,Typhoid,No
145581,14,2012,Varicella vaccine,No
145582,14,2012,YF (Yellow fever) vaccine,No
145583,14,2011,aP (acellular pertussis) vaccine,No
145584,14,2011,Hepatitis A vaccine,No
145585,14,2011,Hepatitis B vaccine,Yes
145586,14,2011,HepB birth dose,Yes
145587,14,2011,Hib (Haemophilus influenzae type B) vaccine,Yes
145588,14,2011,HPV (Human Papilloma Virus) vaccine,No
145589,14,2011,IPV (Inactivated polio vaccine),No
145590,14,2011,IPV (Inactivated polio vaccine) 2nd dose,No
145591,14,2011,Japanese Encephalitis,No
145592,14,2011,Measles-containing vaccine 2nd dose,Yes
145593,14,2011,Meningococcal meningitis vaccines (all strains),No
145594,14,2011,Mumps vaccine,Yes
145595,14,2011,PCV (Pneumococcal conjugate vaccine),No
145596,14,2011,PPV (Pneumococcal polysaccharide vaccine),No
145597,14,2011,Rotavirus vaccine,No
145598,14,2011,Rubella vaccine,Yes
145599,14,2011,Seasonal Influenza vaccine,No
145600,14,2011,Typhoid,No
145601,14,2011,Varicella vaccine,No
145602,14,2011,YF (Yellow fever) vaccine,No
145603,14,2010,aP (acellular pertussis) vaccine,No
145604,14,2010,Hepatitis A vaccine,No
145605,14,2010,Hepatitis B vaccine,Yes
145606,14,2010,HepB birth dose,Yes
145607,14,2010,Hib (Haemophilus influenzae type B) vaccine,No
145608,14,2010,HPV (Human Papilloma Virus) vaccine,No
145609,14,2010,IPV (Inactivated polio vaccine),No
145610,14,2010,IPV (Inactivated polio vaccine) 2nd dose,No
145611,14,2010,Japanese Encephalitis,No
145612,14,2010,Measles-containing vaccine 2nd dose,Yes
145613,14,2010,Meningococcal meningitis vaccines (all strains),No
145614,14,2010,Mumps vaccine,Yes
145615,14,2010,PCV (Pneumococcal conjugate vaccine),No
145616,14,2010,PPV (Pneumococcal polysaccharide vaccine),No
145617,14,2010,Rotavirus vaccine,No
145618,14,2010,Rubella vaccine,Yes
145619,14,2010,Seasonal Influenza vaccine,No
145620,14,2010,Typhoid,No
145621,14,2010,Varicella vaccine,No
145622,14,2010,YF (Yellow fever) vaccine,No
145623,14,2009,aP (acellular pertussis) vaccine,No
145624,14,2009,Hepatitis A vaccine,No
145625,14,2009,Hepatitis B vaccine,Yes
145626,14,2009,HepB birth dose,Yes
145627,14,2009,Hib (Haemophilus influenzae type B) vaccine,No
145628,14,2009,HPV (Human Papilloma Virus) vaccine,No
145629,14,2009,IPV (Inactivated polio vaccine),No
145630,14,2009,IPV (Inactivated polio vaccine) 2nd dose,No
145631,14,2009,Japanese Encephalitis,No
145632,14,2009,Measles-containing vaccine 2nd dose,Yes
145633,14,2009,Meningococcal meningitis vaccines (all strains),No
145634,14,2009,Mumps vaccine,Yes
145635,14,2009,PCV (Pneumococcal conjugate vaccine),No
145636,14,2009,PPV (Pneumococcal polysaccharide vaccine),No
145637,14,2009,Rotavirus vaccine,No
145638,14,2009,Rubella vaccine,Yes
145639,14,2009,Seasonal Influenza vaccine,No
145640,14,2009,Typhoid,No
145641,14,2009,Varicella vaccine,No
145642,14,2009,YF (Yellow fever) vaccine,No
145643,14,2008,aP (acellular pertussis) vaccine,No
145644,14,2008,Hepatitis A vaccine,No
145645,14,2008,Hepatitis B vaccine,Yes
145646,14,2008,HepB birth dose,Yes
145647,14,2008,Hib (Haemophilus influenzae type B) vaccine,No
145648,14,2008,HPV (Human Papilloma Virus) vaccine,No
145649,14,2008,IPV (Inactivated polio vaccine),No
145650,14,2008,IPV (Inactivated polio vaccine) 2nd dose,No
145651,14,2008,Japanese Encephalitis,No
145652,14,2008,Measles-containing vaccine 2nd dose,Yes
145653,14,2008,Meningococcal meningitis vaccines (all strains),No
145654,14,2008,Mumps vaccine,Yes
145655,14,2008,PCV (Pneumococcal conjugate vaccine),No
145656,14,2008,PPV (Pneumococcal polysaccharide vaccine),No
145657,14,2008,Rotavirus vaccine,No
145658,14,2008,Rubella vaccine,Yes
145659,14,2008,Seasonal Influenza vaccine,No
145660,14,2008,Typhoid,No
145661,14,2008,Varicella vaccine,No
145662,14,2008,YF (Yellow fever) vaccine,No
145663,14,2007,aP (acellular pertussis) vaccine,No
145664,14,2007,Hepatitis A vaccine,No
145665,14,2007,Hepatitis B vaccine,Yes
145666,14,2007,HepB birth dose,Yes
145667,14,2007,Hib (Haemophilus influenzae type B) vaccine,No
145668,14,2007,HPV (Human Papilloma Virus) vaccine,No
145669,14,2007,IPV (Inactivated polio vaccine),No
145670,14,2007,IPV (Inactivated polio vaccine) 2nd dose,No
