incidence_id,country_id,year_id,source_group,disease_id,denominator,incidence_rate
68474,171.0,2012,COUNTRIES,4,"per 1,000,000 total population",29.9
68475,171.0,2012,COUNTRIES,5,"per 1,000,000 total population",59.8
68476,171.0,2012,COUNTRIES,6,"per 1,000 live births",0.0
68477,171.0,2012,COUNTRIES,7,"per 1,000,000 total population",0.0
68478,171.0,2012,COUNTRIES,8,"per 1,000,000 <15 population",0.0
68479,171.0,2012,COUNTRIES,9,"per 1,000,000 total population",0.0
68480,171.0,2012,COUNTRIES,10,"per 1,000,000 total population",0.0
68481,171.0,2012,COUNTRIES,12,"per 1,000,000 total population",0.0
68482,171.0,2011,COUNTRIES,1,"per 10,000 live births",0.0
68483,171.0,2011,COUNTRIES,2,"per 1,000,000 total population",
68484,171.0,2011,COUNTRIES,13,"per 1,000,000 total population",0.0
68485,171.0,2011,COUNTRIES,4,"per 1,000,000 total population",0.0
68486,171.0,2011,COUNTRIES,5,"per 1,000,000 total population",31.1
68487,171.0,2011,COUNTRIES,6,"per 1,000 live births",0.0
68488,171.0,2011,COUNTRIES,7,"per 1,000,000 total population",0.0
68489,171.0,2011,COUNTRIES,8,"per 1,000,000 <15 population",0.0
68490,171.0,2011,COUNTRIES,9,"per 1,000,000 total population",0.0
68491,171.0,2011,COUNTRIES,10,"per 1,000,000 total population",0.0
68492,171.0,2011,COUNTRIES,12,"per 1,000,000 total population",0.0
68493,171.0,2010,COUNTRIES,1,"per 10,000 live births",0.0
68494,171.0,2010,COUNTRIES,2,"per 1,000,000 total population",0.0
68495,171.0,2010,COUNTRIES,13,"per 1,000,000 total population",0.0
68496,171.0,2010,COUNTRIES,4,"per 1,000,000 total population",0.0
68497,171.0,2010,COUNTRIES,5,"per 1,000,000 total population",65.3
68498,171.0,2010,COUNTRIES,6,"per 1,000 live births",0.0
68499,171.0,2010,COUNTRIES,7,"per 1,000,000 total population",0.0
68500,171.0,2010,COUNTRIES,8,"per 1,000,000 <15 population",0.0
68501,171.0,2010,COUNTRIES,9,"per 1,000,000 total population",0.0
68502,171.0,2010,COUNTRIES,10,"per 1,000,000 total population",0.0
68503,171.0,2010,COUNTRIES,12,"per 1,000,000 total population",0.0
68504,171.0,2009,COUNTRIES,1,"per 10,000 live births",0.0
68505,171.0,2009,COUNTRIES,2,"per 1,000,000 total population",0.0
68506,171.0,2009,COUNTRIES,13,"per 1,000,000 total population",0.0
68507,171.0,2009,COUNTRIES,4,"per 1,000,000 total population",0.0
68508,171.0,2009,COUNTRIES,5,"per 1,000,000 total population",0.0
68509,171.0,2009,COUNTRIES,6,"per 1,000 live births",0.0
68510,171.0,2009,COUNTRIES,7,"per 1,000,000 total population",0.0
68511,171.0,2009,COUNTRIES,8,"per 1,000,000 <15 population",0.0
68512,171.0,2009,COUNTRIES,9,"per 1,000,000 total population",0.0
68513,171.0,2009,COUNTRIES,10,"per 1,000,000 total population",0.0
68514,171.0,2009,COUNTRIES,12,"per 1,000,000 total population",0.0
68515,171.0,2008,COUNTRIES,1,"per 10,000 live births",
68516,171.0,2008,COUNTRIES,2,"per 1,000,000 total population",
68517,171.0,2008,COUNTRIES,13,"per 1,000,000 total population",
68518,171.0,2008,COUNTRIES,4,"per 1,000,000 total population",
68519,171.0,2008,COUNTRIES,5,"per 1,000,000 total population",
68520,171.0,2008,COUNTRIES,6,"per 1,000 live births",
68521,171.0,2008,COUNTRIES,7,"per 1,000,000 total population",
68522,171.0,2008,COUNTRIES,8,"per 1,000,000 <15 population",0.0
68523,171.0,2008,COUNTRIES,9,"per 1,000,000 total population",1616.1
68524,171.0,2008,COUNTRIES,10,"per 1,000,000 total population",
68525,171.0,2008,COUNTRIES,12,"per 1,000,000 total population",
68526,171.0,2007,COUNTRIES,1,"per 10,000 live births",0.0
68527,171.0,2007,COUNTRIES,2,"per 1,000,000 total population",0.0
68528,171.0,2007,COUNTRIES,13,"per 1,000,000 total population",0.0
68529,171.0,2007,COUNTRIES,4,"per 1,000,000 total population",0.0
68530,171.0,2007,COUNTRIES,5,"per 1,000,000 total population",0.0
68531,171.0,2007,COUNTRIES,6,"per 1,000 live births",0.0
68532,171.0,2007,COUNTRIES,7,"per 1,000,000 total population",0.0
68533,171.0,2007,COUNTRIES,8,"per 1,000,000 <15 population",0.0
68534,171.0,2007,COUNTRIES,9,"per 1,000,000 total population",170.6
68535,171.0,2007,COUNTRIES,10,"per 1,000,000 total population",0.0
68536,171.0,2007,COUNTRIES,12,"per 1,000,000 total population",0.0
68537,171.0,2006,COUNTRIES,1,"per 10,000 live births",0.0
68538,171.0,2006,COUNTRIES,2,"per 1,000,000 total population",0.0
68539,171.0,2006,COUNTRIES,13,"per 1,000,000 total population",0.0
68540,171.0,2006,COUNTRIES,4,"per 1,000,000 total population",0.0
68541,171.0,2006,COUNTRIES,5,"per 1,000,000 total population",0.0
68542,171.0,2006,COUNTRIES,6,"per 1,000 live births",0.0
68543,171.0,2006,COUNTRIES,7,"per 1,000,000 total population",0.0
68544,171.0,2006,COUNTRIES,8,"per 1,000,000 <15 population",0.0
68545,171.0,2006,COUNTRIES,9,"per 1,000,000 total population",0.0
68546,171.0,2006,COUNTRIES,10,"per 1,000,000 total population",0.0
68547,171.0,2006,COUNTRIES,12,"per 1,000,000 total population",0.0
68548,171.0,2005,COUNTRIES,1,"per 10,000 live births",0.0
68549,171.0,2005,COUNTRIES,2,"per 1,000,000 total population",0.0
68550,171.0,2005,COUNTRIES,4,"per 1,000,000 total population",0.0
68551,171.0,2005,COUNTRIES,5,"per 1,000,000 total population",35.0
68552,171.0,2005,COUNTRIES,6,"per 1,000 live births",0.0
68553,171.0,2005,COUNTRIES,7,"per 1,000,000 total population",0.0
68554,171.0,2005,COUNTRIES,8,"per 1,000,000 <15 population",0.0
68555,171.0,2005,COUNTRIES,9,"per 1,000,000 total population",35.0
68556,171.0,2005,COUNTRIES,10,"per 1,000,000 total population",0.0
68557,171.0,2005,COUNTRIES,12,"per 1,000,000 total population",0.0
68558,171.0,2004,COUNTRIES,1,"per 10,000 live births",0.0
68559,171.0,2004,COUNTRIES,2,"per 1,000,000 total population",0.0
68560,171.0,2004,COUNTRIES,4,"per 1,000,000 total population",0.0
68561,171.0,2004,COUNTRIES,5,"per 1,000,000 total population",0.0
68562,171.0,2004,COUNTRIES,6,"per 1,000 live births",0.0
68563,171.0,2004,COUNTRIES,7,"per 1,000,000 total population",0.0
68564,171.0,2004,COUNTRIES,8,"per 1,000,000 <15 population",0.0
68565,171.0,2004,COUNTRIES,9,"per 1,000,000 total population",35.5
68566,171.0,2004,COUNTRIES,10,"per 1,000,000 total population",0.0
68567,171.0,2004,COUNTRIES,12,"per 1,000,000 total population",0.0
68568,171.0,2003,COUNTRIES,1,"per 10,000 live births",0.0
68569,171.0,2003,COUNTRIES,2,"per 1,000,000 total population",0.0
68570,171.0,2003,COUNTRIES,4,"per 1,000,000 total population",107.7
68571,171.0,2003,COUNTRIES,5,"per 1,000,000 total population",
68572,171.0,2003,COUNTRIES,6,"per 1,000 live births",0.0
68573,171.0,2003,COUNTRIES,7,"per 1,000,000 total population",0.0
68574,171.0,2003,COUNTRIES,8,"per 1,000,000 <15 population",0.0
68575,171.0,2003,COUNTRIES,9,"per 1,000,000 total population",0.0
68576,171.0,2003,COUNTRIES,10,"per 1,000,000 total population",0.0
68577,171.0,2003,COUNTRIES,12,"per 1,000,000 total population",0.0
68578,171.0,2002,COUNTRIES,1,"per 10,000 live births",
68579,171.0,2002,COUNTRIES,2,"per 1,000,000 total population",
68580,171.0,2002,COUNTRIES,4,"per 1,000,000 total population",
68581,171.0,2002,COUNTRIES,5,"per 1,000,000 total population",
68582,171.0,2002,COUNTRIES,6,"per 1,000 live births",
68583,171.0,2002,COUNTRIES,7,"per 1,000,000 total population",
68584,171.0,2002,COUNTRIES,8,"per 1,000,000 <15 population",0.0
68585,171.0,2002,COUNTRIES,9,"per 1,000,000 total population",
68586,171.0,2002,COUNTRIES,10,"per 1,000,000 total population",
68587,171.0,2002,COUNTRIES,12,"per 1,000,000 total population",
68588,171.0,2001,COUNTRIES,8,"per 1,000,000 <15 population",0.0
68589,171.0,2000,COUNTRIES,1,"per 10,000 live births",0.0
68590,171.0,2000,COUNTRIES,2,"per 1,000,000 total population",0.0
68591,171.0,2000,COUNTRIES,4,"per 1,000,000 total population",37.3
68592,171.0,2000,COUNTRIES,5,"per 1,000,000 total population",410.5
68593,171.0,2000,COUNTRIES,6,"per 1,000 live births",0.0
68594,171.0,2000,COUNTRIES,7,"per 1,000,000 total population",0.0
68595,171.0,2000,COUNTRIES,8,"per 1,000,000 <15 population",0.0
68596,171.0,2000,COUNTRIES,9,"per 1,000,000 total population",410.5
68597,171.0,2000,COUNTRIES,10,"per 1,000,000 total population",0.0
68598,171.0,1999,COUNTRIES,1,"per 10,000 live births",
68599,171.0,1999,COUNTRIES,2,"per 1,000,000 total population",0.0
68600,171.0,1999,COUNTRIES,4,"per 1,000,000 total population",0.0
68601,171.0,1999,COUNTRIES,5,"per 1,000,000 total population",
68602,171.0,1999,COUNTRIES,6,"per 1,000 live births",0.0
68603,171.0,1999,COUNTRIES,7,"per 1,000,000 total population",0.0
68604,171.0,1999,COUNTRIES,8,"per 1,000,000 <15 population",
68605,171.0,1999,COUNTRIES,9,"per 1,000,000 total population",
68606,171.0,1999,COUNTRIES,10,"per 1,000,000 total population",0.0
68607,171.0,1999,COUNTRIES,12,"per 1,000,000 total population",
68608,171.0,1998,COUNTRIES,2,"per 1,000,000 total population",
68609,171.0,1998,COUNTRIES,4,"per 1,000,000 total population",
68610,171.0,1998,COUNTRIES,6,"per 1,000 live births",
68611,171.0,1998,COUNTRIES,7,"per 1,000,000 total population",
68612,171.0,1998,COUNTRIES,8,"per 1,000,000 <15 population",
68613,171.0,1998,COUNTRIES,10,"per 1,000,000 total population",
68614,171.0,1998,COUNTRIES,12,"per 1,000,000 total population",
68615,171.0,1997,COUNTRIES,2,"per 1,000,000 total population",0.0
68616,171.0,1997,COUNTRIES,4,"per 1,000,000 total population",852.7
68617,171.0,1997,COUNTRIES,6,"per 1,000 live births",0.0
68618,171.0,1997,COUNTRIES,7,"per 1,000,000 total population",0.0
68619,171.0,1997,COUNTRIES,8,"per 1,000,000 <15 population",
68620,171.0,1997,COUNTRIES,10,"per 1,000,000 total population",38.8
68621,171.0,1997,COUNTRIES,12,"per 1,000,000 total population",
68622,171.0,1996,COUNTRIES,2,"per 1,000,000 total population",
68623,171.0,1996,COUNTRIES,4,"per 1,000,000 total population",
68624,171.0,1996,COUNTRIES,6,"per 1,000 live births",0.0
68625,171.0,1996,COUNTRIES,7,"per 1,000,000 total population",
68626,171.0,1996,COUNTRIES,8,"per 1,000,000 <15 population",
68627,171.0,1996,COUNTRIES,10,"per 1,000,000 total population",
68628,171.0,1996,COUNTRIES,12,"per 1,000,000 total population",
68629,171.0,1995,COUNTRIES,2,"per 1,000,000 total population",0.0
68630,171.0,1995,COUNTRIES,4,"per 1,000,000 total population",
68631,171.0,1995,COUNTRIES,6,"per 1,000 live births",0.0
68632,171.0,1995,COUNTRIES,7,"per 1,000,000 total population",
68633,171.0,1995,COUNTRIES,8,"per 1,000,000 <15 population",
68634,171.0,1995,COUNTRIES,10,"per 1,000,000 total population",
68635,171.0,1995,COUNTRIES,12,"per 1,000,000 total population",
68636,171.0,1994,COUNTRIES,2,"per 1,000,000 total population",
68637,171.0,1994,COUNTRIES,4,"per 1,000,000 total population",
68638,171.0,1994,COUNTRIES,6,"per 1,000 live births",0.0
68639,171.0,1994,COUNTRIES,7,"per 1,000,000 total population",
68640,171.0,1994,COUNTRIES,8,"per 1,000,000 <15 population",
68641,171.0,1994,COUNTRIES,10,"per 1,000,000 total population",
68642,171.0,1994,COUNTRIES,12,"per 1,000,000 total population",
68643,171.0,1993,COUNTRIES,2,"per 1,000,000 total population",0.0
68644,171.0,1993,COUNTRIES,4,"per 1,000,000 total population",245.2
68645,171.0,1993,COUNTRIES,6,"per 1,000 live births",0.0
68646,171.0,1993,COUNTRIES,7,"per 1,000,000 total population",122.6
68647,171.0,1993,COUNTRIES,8,"per 1,000,000 <15 population",
68648,171.0,1993,COUNTRIES,10,"per 1,000,000 total population",40.9
68649,171.0,1993,COUNTRIES,12,"per 1,000,000 total population",
68650,171.0,1992,COUNTRIES,2,"per 1,000,000 total population",0.0
68651,171.0,1992,COUNTRIES,4,"per 1,000,000 total population",290.2
68652,171.0,1992,COUNTRIES,6,"per 1,000 live births",0.0
68653,171.0,1992,COUNTRIES,7,"per 1,000,000 total population",
68654,171.0,1992,COUNTRIES,8,"per 1,000,000 <15 population",
68655,171.0,1992,COUNTRIES,10,"per 1,000,000 total population",
68656,171.0,1992,COUNTRIES,12,"per 1,000,000 total population",
68657,171.0,1991,COUNTRIES,2,"per 1,000,000 total population",0.0
68658,171.0,1991,COUNTRIES,4,"per 1,000,000 total population",42.0
68659,171.0,1991,COUNTRIES,6,"per 1,000 live births",0.0
68660,171.0,1991,COUNTRIES,7,"per 1,000,000 total population",0.0
68661,171.0,1991,COUNTRIES,8,"per 1,000,000 <15 population",
68662,171.0,1991,COUNTRIES,10,"per 1,000,000 total population",0.0
68663,171.0,1991,COUNTRIES,12,"per 1,000,000 total population",
68664,171.0,1990,COUNTRIES,2,"per 1,000,000 total population",0.0
68665,171.0,1990,COUNTRIES,4,"per 1,000,000 total population",42.6
68666,171.0,1990,COUNTRIES,6,"per 1,000 live births",0.0
68667,171.0,1990,COUNTRIES,7,"per 1,000,000 total population",
68668,171.0,1990,COUNTRIES,8,"per 1,000,000 <15 population",
68669,171.0,1990,COUNTRIES,10,"per 1,000,000 total population",0.0
68670,171.0,1990,COUNTRIES,12,"per 1,000,000 total population",
68671,171.0,1989,COUNTRIES,2,"per 1,000,000 total population",0.0
68672,171.0,1989,COUNTRIES,4,"per 1,000,000 total population",
68673,171.0,1989,COUNTRIES,6,"per 1,000 live births",0.0
68674,171.0,1989,COUNTRIES,7,"per 1,000,000 total population",
68675,171.0,1989,COUNTRIES,8,"per 1,000,000 <15 population",
68676,171.0,1989,COUNTRIES,10,"per 1,000,000 total population",0.0
68677,171.0,1989,COUNTRIES,12,"per 1,000,000 total population",
68678,171.0,1988,COUNTRIES,2,"per 1,000,000 total population",0.0
68679,171.0,1988,COUNTRIES,4,"per 1,000,000 total population",
68680,171.0,1988,COUNTRIES,6,"per 1,000 live births",0.0
68681,171.0,1988,COUNTRIES,7,"per 1,000,000 total population",
68682,171.0,1988,COUNTRIES,8,"per 1,000,000 <15 population",
68683,171.0,1988,COUNTRIES,10,"per 1,000,000 total population",0.0
68684,171.0,1988,COUNTRIES,12,"per 1,000,000 total population",
68685,171.0,1987,COUNTRIES,2,"per 1,000,000 total population",0.0
68686,171.0,1987,COUNTRIES,4,"per 1,000,000 total population",
68687,171.0,1987,COUNTRIES,6,"per 1,000 live births",0.0
68688,171.0,1987,COUNTRIES,7,"per 1,000,000 total population",
68689,171.0,1987,COUNTRIES,8,"per 1,000,000 <15 population",
68690,171.0,1987,COUNTRIES,10,"per 1,000,000 total population",0.0
68691,171.0,1987,COUNTRIES,12,"per 1,000,000 total population",
68692,171.0,1986,COUNTRIES,2,"per 1,000,000 total population",0.0
68693,171.0,1986,COUNTRIES,4,"per 1,000,000 total population",
68694,171.0,1986,COUNTRIES,6,"per 1,000 live births",0.0
68695,171.0,1986,COUNTRIES,7,"per 1,000,000 total population",
68696,171.0,1986,COUNTRIES,8,"per 1,000,000 <15 population",
68697,171.0,1986,COUNTRIES,10,"per 1,000,000 total population",0.0
68698,171.0,1986,COUNTRIES,12,"per 1,000,000 total population",
68699,171.0,1985,COUNTRIES,2,"per 1,000,000 total population",0.0
68700,171.0,1985,COUNTRIES,4,"per 1,000,000 total population",
68701,171.0,1985,COUNTRIES,6,"per 1,000 live births",0.0
68702,171.0,1985,COUNTRIES,7,"per 1,000,000 total population",
68703,171.0,1985,COUNTRIES,8,"per 1,000,000 <15 population",
68704,171.0,1985,COUNTRIES,10,"per 1,000,000 total population",0.0
68705,171.0,1985,COUNTRIES,12,"per 1,000,000 total population",
68706,171.0,1984,COUNTRIES,2,"per 1,000,000 total population",0.0
68707,171.0,1984,COUNTRIES,4,"per 1,000,000 total population",
68708,171.0,1984,COUNTRIES,6,"per 1,000 live births",
68709,171.0,1984,COUNTRIES,7,"per 1,000,000 total population",
68710,171.0,1984,COUNTRIES,8,"per 1,000,000 <15 population",
68711,171.0,1984,COUNTRIES,10,"per 1,000,000 total population",0.0
68712,171.0,1984,COUNTRIES,12,"per 1,000,000 total population",
68713,171.0,1983,COUNTRIES,2,"per 1,000,000 total population",0.0
68714,171.0,1983,COUNTRIES,4,"per 1,000,000 total population",
68715,171.0,1983,COUNTRIES,6,"per 1,000 live births",
68716,171.0,1983,COUNTRIES,7,"per 1,000,000 total population",
68717,171.0,1983,COUNTRIES,8,"per 1,000,000 <15 population",
68718,171.0,1983,COUNTRIES,10,"per 1,000,000 total population",0.0
68719,171.0,1983,COUNTRIES,12,"per 1,000,000 total population",
68720,171.0,1982,COUNTRIES,2,"per 1,000,000 total population",0.0
68721,171.0,1982,COUNTRIES,4,"per 1,000,000 total population",
68722,171.0,1982,COUNTRIES,6,"per 1,000 live births",0.0
68723,171.0,1982,COUNTRIES,7,"per 1,000,000 total population",226.7
68724,171.0,1982,COUNTRIES,8,"per 1,000,000 <15 population",
68725,171.0,1982,COUNTRIES,10,"per 1,000,000 total population",0.0
68726,171.0,1982,COUNTRIES,12,"per 1,000,000 total population",
68727,171.0,1981,COUNTRIES,2,"per 1,000,000 total population",0.0
68728,171.0,1981,COUNTRIES,4,"per 1,000,000 total population",
68729,171.0,1981,COUNTRIES,6,"per 1,000 live births",
68730,171.0,1981,COUNTRIES,7,"per 1,000,000 total population",137.4
68731,171.0,1981,COUNTRIES,8,"per 1,000,000 <15 population",
68732,171.0,1981,COUNTRIES,10,"per 1,000,000 total population",0.0
68733,171.0,1981,COUNTRIES,12,"per 1,000,000 total population",
68734,171.0,1980,COUNTRIES,2,"per 1,000,000 total population",0.0
68735,171.0,1980,COUNTRIES,4,"per 1,000,000 total population",
68736,171.0,1980,COUNTRIES,6,"per 1,000 live births",
68737,171.0,1980,COUNTRIES,7,"per 1,000,000 total population",324.3
68738,171.0,1980,COUNTRIES,8,"per 1,000,000 <15 population",
68739,171.0,1980,COUNTRIES,10,"per 1,000,000 total population",0.0
68740,171.0,1980,COUNTRIES,12,"per 1,000,000 total population",
68741,172.0,2023,COUNTRIES,1,"per 10,000 live births",
68742,172.0,2023,COUNTRIES,2,"per 1,000,000 total population",0.1
68743,172.0,2023,COUNTRIES,3,"per 1,000,000 total population",
68744,172.0,2023,COUNTRIES,13,"per 1,000,000 total population",
68745,172.0,2023,COUNTRIES,4,"per 1,000,000 total population",172.5
68746,172.0,2023,COUNTRIES,5,"per 1,000,000 total population",
68747,172.0,2023,COUNTRIES,6,"per 1,000 live births",
68748,172.0,2023,COUNTRIES,7,"per 1,000,000 total population",
68749,172.0,2023,COUNTRIES,8,"per 1,000,000 <15 population",0.9
68750,172.0,2023,COUNTRIES,9,"per 1,000,000 total population",131.1
68751,172.0,2023,COUNTRIES,10,"per 1,000,000 total population",
68752,172.0,2023,COUNTRIES,11,"per 1,000,000 total population",
68753,172.0,2023,COUNTRIES,12,"per 1,000,000 total population",
68754,172.0,2022,COUNTRIES,1,"per 10,000 live births",
68755,172.0,2022,COUNTRIES,2,"per 1,000,000 total population",
68756,172.0,2022,COUNTRIES,3,"per 1,000,000 total population",
68757,172.0,2022,COUNTRIES,13,"per 1,000,000 total population",
68758,172.0,2022,COUNTRIES,4,"per 1,000,000 total population",975.2
68759,172.0,2022,COUNTRIES,5,"per 1,000,000 total population",
68760,172.0,2022,COUNTRIES,6,"per 1,000 live births",
68761,172.0,2022,COUNTRIES,7,"per 1,000,000 total population",
68762,172.0,2022,COUNTRIES,8,"per 1,000,000 <15 population",0.6
68763,172.0,2022,COUNTRIES,9,"per 1,000,000 total population",
68764,172.0,2022,COUNTRIES,10,"per 1,000,000 total population",
68765,172.0,2022,COUNTRIES,11,"per 1,000,000 total population",
68766,172.0,2022,COUNTRIES,12,"per 1,000,000 total population",
68767,172.0,2021,COUNTRIES,1,"per 10,000 live births",
68768,172.0,2021,COUNTRIES,2,"per 1,000,000 total population",
68769,172.0,2021,COUNTRIES,3,"per 1,000,000 total population",
68770,172.0,2021,COUNTRIES,13,"per 1,000,000 total population",
68771,172.0,2021,COUNTRIES,4,"per 1,000,000 total population",416.4
68772,172.0,2021,COUNTRIES,5,"per 1,000,000 total population",
68773,172.0,2021,COUNTRIES,6,"per 1,000 live births",
68774,172.0,2021,COUNTRIES,7,"per 1,000,000 total population",
68775,172.0,2021,COUNTRIES,8,"per 1,000,000 <15 population",0.1
68776,172.0,2021,COUNTRIES,9,"per 1,000,000 total population",
68777,172.0,2021,COUNTRIES,10,"per 1,000,000 total population",
68778,172.0,2021,COUNTRIES,11,"per 1,000,000 total population",
68779,172.0,2021,COUNTRIES,12,"per 1,000,000 total population",
68780,172.0,2020,COUNTRIES,1,"per 10,000 live births",
68781,172.0,2020,COUNTRIES,2,"per 1,000,000 total population",0.0
68782,172.0,2020,COUNTRIES,3,"per 1,000,000 total population",0.0
68783,172.0,2020,COUNTRIES,13,"per 1,000,000 total population",0.0
68784,172.0,2020,COUNTRIES,4,"per 1,000,000 total population",152.0
68785,172.0,2020,COUNTRIES,5,"per 1,000,000 total population",
68786,172.0,2020,COUNTRIES,6,"per 1,000 live births",
68787,172.0,2020,COUNTRIES,7,"per 1,000,000 total population",0.0
68788,172.0,2020,COUNTRIES,8,"per 1,000,000 <15 population",1.8
68789,172.0,2020,COUNTRIES,9,"per 1,000,000 total population",
68790,172.0,2020,COUNTRIES,10,"per 1,000,000 total population",
68791,172.0,2020,COUNTRIES,11,"per 1,000,000 total population",0.0
68792,172.0,2020,COUNTRIES,12,"per 1,000,000 total population",0.0
68793,172.0,2019,COUNTRIES,1,"per 10,000 live births",0.0
68794,172.0,2019,COUNTRIES,2,"per 1,000,000 total population",0.0
68795,172.0,2019,COUNTRIES,13,"per 1,000,000 total population",0.0
68796,172.0,2019,COUNTRIES,4,"per 1,000,000 total population",17.7
68797,172.0,2019,COUNTRIES,5,"per 1,000,000 total population",0.0
68798,172.0,2019,COUNTRIES,6,"per 1,000 live births",
68799,172.0,2019,COUNTRIES,7,"per 1,000,000 total population",0.0
68800,172.0,2019,COUNTRIES,8,"per 1,000,000 <15 population",0.4
68801,172.0,2019,COUNTRIES,9,"per 1,000,000 total population",0.0
68802,172.0,2019,COUNTRIES,10,"per 1,000,000 total population",
68803,172.0,2019,COUNTRIES,11,"per 1,000,000 total population",0.0
68804,172.0,2019,COUNTRIES,12,"per 1,000,000 total population",0.0
68805,172.0,2018,COUNTRIES,1,"per 10,000 live births",
68806,172.0,2018,COUNTRIES,2,"per 1,000,000 total population",0.4
68807,172.0,2018,COUNTRIES,13,"per 1,000,000 total population",
68808,172.0,2018,COUNTRIES,4,"per 1,000,000 total population",590.6
68809,172.0,2018,COUNTRIES,5,"per 1,000,000 total population",
68810,172.0,2018,COUNTRIES,6,"per 1,000 live births",
68811,172.0,2018,COUNTRIES,7,"per 1,000,000 total population",7.4
68812,172.0,2018,COUNTRIES,8,"per 1,000,000 <15 population",1.6
68813,172.0,2018,COUNTRIES,9,"per 1,000,000 total population",
68814,172.0,2018,COUNTRIES,10,"per 1,000,000 total population",
68815,172.0,2018,COUNTRIES,11,"per 1,000,000 total population",
68816,172.0,2018,COUNTRIES,12,"per 1,000,000 total population",
68817,172.0,2017,COUNTRIES,1,"per 10,000 live births",
68818,172.0,2017,COUNTRIES,2,"per 1,000,000 total population",
68819,172.0,2017,COUNTRIES,13,"per 1,000,000 total population",
68820,172.0,2017,COUNTRIES,4,"per 1,000,000 total population",1544.5
68821,172.0,2017,COUNTRIES,5,"per 1,000,000 total population",
68822,172.0,2017,COUNTRIES,6,"per 1,000 live births",
68823,172.0,2017,COUNTRIES,7,"per 1,000,000 total population",
68824,172.0,2017,COUNTRIES,8,"per 1,000,000 <15 population",0.0
68825,172.0,2017,COUNTRIES,9,"per 1,000,000 total population",
68826,172.0,2017,COUNTRIES,10,"per 1,000,000 total population",
68827,172.0,2017,COUNTRIES,12,"per 1,000,000 total population",
68828,172.0,2016,COUNTRIES,1,"per 10,000 live births",
68829,172.0,2016,COUNTRIES,2,"per 1,000,000 total population",
68830,172.0,2016,COUNTRIES,13,"per 1,000,000 total population",
68831,172.0,2016,COUNTRIES,4,"per 1,000,000 total population",1.8
68832,172.0,2016,COUNTRIES,5,"per 1,000,000 total population",
68833,172.0,2016,COUNTRIES,6,"per 1,000 live births",
68834,172.0,2016,COUNTRIES,7,"per 1,000,000 total population",
68835,172.0,2016,COUNTRIES,8,"per 1,000,000 <15 population",0.0
68836,172.0,2016,COUNTRIES,9,"per 1,000,000 total population",
68837,172.0,2016,COUNTRIES,10,"per 1,000,000 total population",
68838,172.0,2016,COUNTRIES,12,"per 1,000,000 total population",
68839,172.0,2015,COUNTRIES,1,"per 10,000 live births",
68840,172.0,2015,COUNTRIES,2,"per 1,000,000 total population",
68841,172.0,2015,COUNTRIES,13,"per 1,000,000 total population",
68842,172.0,2015,COUNTRIES,4,"per 1,000,000 total population",543.0
68843,172.0,2015,COUNTRIES,5,"per 1,000,000 total population",
68844,172.0,2015,COUNTRIES,6,"per 1,000 live births",
68845,172.0,2015,COUNTRIES,7,"per 1,000,000 total population",
68846,172.0,2015,COUNTRIES,8,"per 1,000,000 <15 population",0.0
68847,172.0,2015,COUNTRIES,9,"per 1,000,000 total population",
68848,172.0,2015,COUNTRIES,10,"per 1,000,000 total population",
68849,172.0,2015,COUNTRIES,12,"per 1,000,000 total population",
68850,172.0,2014,COUNTRIES,1,"per 10,000 live births",
68851,172.0,2014,COUNTRIES,2,"per 1,000,000 total population",
68852,172.0,2014,COUNTRIES,13,"per 1,000,000 total population",
68853,172.0,2014,COUNTRIES,4,"per 1,000,000 total population",766.8
68854,172.0,2014,COUNTRIES,5,"per 1,000,000 total population",
68855,172.0,2014,COUNTRIES,6,"per 1,000 live births",
68856,172.0,2014,COUNTRIES,7,"per 1,000,000 total population",
68857,172.0,2014,COUNTRIES,8,"per 1,000,000 <15 population",0.8
68858,172.0,2014,COUNTRIES,9,"per 1,000,000 total population",0.1
68859,172.0,2014,COUNTRIES,10,"per 1,000,000 total population",
68860,172.0,2014,COUNTRIES,12,"per 1,000,000 total population",
68861,172.0,2013,COUNTRIES,1,"per 10,000 live births",
68862,172.0,2013,COUNTRIES,2,"per 1,000,000 total population",0.5
68863,172.0,2013,COUNTRIES,13,"per 1,000,000 total population",
68864,172.0,2013,COUNTRIES,4,"per 1,000,000 total population",246.6
68865,172.0,2013,COUNTRIES,5,"per 1,000,000 total population",
68866,172.0,2013,COUNTRIES,6,"per 1,000 live births",0.3
68867,172.0,2013,COUNTRIES,7,"per 1,000,000 total population",77.8
68868,172.0,2013,COUNTRIES,8,"per 1,000,000 <15 population",31.7
68869,172.0,2013,COUNTRIES,9,"per 1,000,000 total population",
68870,172.0,2013,COUNTRIES,10,"per 1,000,000 total population",24.9
68871,172.0,2013,COUNTRIES,12,"per 1,000,000 total population",
68872,172.0,2012,COUNTRIES,1,"per 10,000 live births",
68873,172.0,2012,COUNTRIES,2,"per 1,000,000 total population",5.2
68874,172.0,2012,COUNTRIES,13,"per 1,000,000 total population",
68875,172.0,2012,COUNTRIES,4,"per 1,000,000 total population",801.1
68876,172.0,2012,COUNTRIES,5,"per 1,000,000 total population",
68877,172.0,2012,COUNTRIES,6,"per 1,000 live births",0.4
68878,172.0,2012,COUNTRIES,7,"per 1,000,000 total population",303.7
