cases_id,country_id,year_id,source_group,disease_id,cases
31505,77.0,1989,COUNTRIES,7,0.0
31506,77.0,1989,COUNTRIES,8,0.0
31507,77.0,1989,COUNTRIES,10,1.0
31508,77.0,1989,COUNTRIES,12,
31509,77.0,1988,COUNTRIES,2,1.0
31510,77.0,1988,COUNTRIES,4,4.0
31511,77.0,1988,COUNTRIES,6,0.0
31512,77.0,1988,COUNTRIES,7,2.0
31513,77.0,1988,COUNTRIES,8,0.0
31514,77.0,1988,COUNTRIES,10,0.0
31515,77.0,1988,COUNTRIES,12,
31516,77.0,1987,COUNTRIES,2,0.0
31517,77.0,1987,COUNTRIES,4,6.0
31518,77.0,1987,COUNTRIES,6,0.0
31519,77.0,1987,COUNTRIES,7,1.0
31520,77.0,1987,COUNTRIES,8,0.0
31521,77.0,1987,COUNTRIES,10,0.0
31522,77.0,1987,COUNTRIES,12,
31523,77.0,1986,COUNTRIES,2,0.0
31524,77.0,1986,COUNTRIES,4,20.0
31525,77.0,1986,COUNTRIES,6,0.0
31526,77.0,1986,COUNTRIES,7,9.0
31527,77.0,1986,COUNTRIES,8,0.0
31528,77.0,1986,COUNTRIES,10,5.0
31529,77.0,1986,COUNTRIES,12,
31530,77.0,1985,COUNTRIES,2,0.0
31531,77.0,1985,COUNTRIES,4,7.0
31532,77.0,1985,COUNTRIES,6,0.0
31533,77.0,1985,COUNTRIES,7,0.0
31534,77.0,1985,COUNTRIES,8,0.0
31535,77.0,1985,COUNTRIES,10,2.0
31536,77.0,1985,COUNTRIES,12,
31537,77.0,1984,COUNTRIES,2,0.0
31538,77.0,1984,COUNTRIES,4,11.0
31539,77.0,1984,COUNTRIES,6,0.0
31540,77.0,1984,COUNTRIES,7,0.0
31541,77.0,1984,COUNTRIES,8,0.0
31542,77.0,1984,COUNTRIES,10,1.0
31543,77.0,1984,COUNTRIES,12,
31544,77.0,1983,COUNTRIES,2,0.0
31545,77.0,1983,COUNTRIES,4,268.0
31546,77.0,1983,COUNTRIES,6,0.0
31547,77.0,1983,COUNTRIES,7,0.0
31548,77.0,1983,COUNTRIES,8,0.0
31549,77.0,1983,COUNTRIES,10,0.0
31550,77.0,1983,COUNTRIES,12,
31551,77.0,1982,COUNTRIES,2,0.0
31552,77.0,1982,COUNTRIES,4,1713.0
31553,77.0,1982,COUNTRIES,6,0.0
31554,77.0,1982,COUNTRIES,7,0.0
31555,77.0,1982,COUNTRIES,8,0.0
31556,77.0,1982,COUNTRIES,10,3.0
31557,77.0,1982,COUNTRIES,12,
31558,77.0,1981,COUNTRIES,2,0.0
31559,77.0,1981,COUNTRIES,4,9.0
31560,77.0,1981,COUNTRIES,6,0.0
31561,77.0,1981,COUNTRIES,7,0.0
31562,77.0,1981,COUNTRIES,8,0.0
31563,77.0,1981,COUNTRIES,10,3.0
31564,77.0,1981,COUNTRIES,12,
31565,77.0,1980,COUNTRIES,2,1.0
31566,77.0,1980,COUNTRIES,4,53.0
31567,77.0,1980,COUNTRIES,6,0.0
31568,77.0,1980,COUNTRIES,7,0.0
31569,77.0,1980,COUNTRIES,8,0.0
31570,77.0,1980,COUNTRIES,10,3.0
31571,77.0,1980,COUNTRIES,12,
31572,78.0,2023,COUNTRIES,1,0.0
31573,78.0,2023,COUNTRIES,2,0.0
31574,78.0,2023,COUNTRIES,3,
31575,78.0,2023,COUNTRIES,4,0.0
31576,78.0,2023,COUNTRIES,5,0.0
31577,78.0,2023,COUNTRIES,6,0.0
31578,78.0,2023,COUNTRIES,7,0.0
31579,78.0,2023,COUNTRIES,8,0.0
31580,78.0,2023,COUNTRIES,9,0.0
31581,78.0,2023,COUNTRIES,10,0.0
31582,78.0,2023,COUNTRIES,11,3.0
31583,78.0,2023,COUNTRIES,12,0.0
31584,78.0,2022,COUNTRIES,1,0.0
31585,78.0,2022,COUNTRIES,2,0.0
31586,78.0,2022,COUNTRIES,3,
31587,78.0,2022,COUNTRIES,4,0.0
31588,78.0,2022,COUNTRIES,5,0.0
31589,78.0,2022,COUNTRIES,6,0.0
31590,78.0,2022,COUNTRIES,7,0.0
31591,78.0,2022,COUNTRIES,8,0.0
31592,78.0,2022,COUNTRIES,9,0.0
31593,78.0,2022,COUNTRIES,10,0.0
31594,78.0,2022,COUNTRIES,11,
31595,78.0,2022,COUNTRIES,12,0.0
31596,78.0,2021,COUNTRIES,1,0.0
31597,78.0,2021,COUNTRIES,2,0.0
31598,78.0,2021,COUNTRIES,3,
31599,78.0,2021,COUNTRIES,4,0.0
31600,78.0,2021,COUNTRIES,5,0.0
31601,78.0,2021,COUNTRIES,6,0.0
31602,78.0,2021,COUNTRIES,7,0.0
31603,78.0,2021,COUNTRIES,8,0.0
31604,78.0,2021,COUNTRIES,9,0.0
31605,78.0,2021,COUNTRIES,10,0.0
31606,78.0,2021,COUNTRIES,11,
31607,78.0,2021,COUNTRIES,12,0.0
31608,78.0,2020,COUNTRIES,1,0.0
31609,78.0,2020,COUNTRIES,2,0.0
31610,78.0,2020,COUNTRIES,3,
31611,78.0,2020,COUNTRIES,4,0.0
31612,78.0,2020,COUNTRIES,5,398.0
31613,78.0,2020,COUNTRIES,6,0.0
31614,78.0,2020,COUNTRIES,7,13.0
31615,78.0,2020,COUNTRIES,8,0.0
31616,78.0,2020,COUNTRIES,9,
31617,78.0,2020,COUNTRIES,10,0.0
31618,78.0,2020,COUNTRIES,11,5.0
31619,78.0,2020,COUNTRIES,12,0.0
31620,78.0,2019,COUNTRIES,1,0.0
31621,78.0,2019,COUNTRIES,2,0.0
31622,78.0,2019,COUNTRIES,13,
31623,78.0,2019,COUNTRIES,4,0.0
31624,78.0,2019,COUNTRIES,5,119.0
31625,78.0,2019,COUNTRIES,6,0.0
31626,78.0,2019,COUNTRIES,7,60.0
31627,78.0,2019,COUNTRIES,8,0.0
31628,78.0,2019,COUNTRIES,9,0.0
31629,78.0,2019,COUNTRIES,10,5.0
31630,78.0,2019,COUNTRIES,11,5.0
31631,78.0,2019,COUNTRIES,12,0.0
31632,78.0,2018,COUNTRIES,1,0.0
31633,78.0,2018,COUNTRIES,2,0.0
31634,78.0,2018,COUNTRIES,13,
31635,78.0,2018,COUNTRIES,4,1.0
31636,78.0,2018,COUNTRIES,5,440.0
31637,78.0,2018,COUNTRIES,6,0.0
31638,78.0,2018,COUNTRIES,7,67.0
31639,78.0,2018,COUNTRIES,8,0.0
31640,78.0,2018,COUNTRIES,9,0.0
31641,78.0,2018,COUNTRIES,10,0.0
31642,78.0,2018,COUNTRIES,11,26.0
31643,78.0,2018,COUNTRIES,12,0.0
31644,78.0,2017,COUNTRIES,1,0.0
31645,78.0,2017,COUNTRIES,2,0.0
31646,78.0,2017,COUNTRIES,4,0.0
31647,78.0,2017,COUNTRIES,5,539.0
31648,78.0,2017,COUNTRIES,6,0.0
31649,78.0,2017,COUNTRIES,7,62.0
31650,78.0,2017,COUNTRIES,8,0.0
31651,78.0,2017,COUNTRIES,9,0.0
31652,78.0,2017,COUNTRIES,10,3.0
31653,78.0,2017,COUNTRIES,12,0.0
31654,78.0,2016,COUNTRIES,1,0.0
31655,78.0,2016,COUNTRIES,2,0.0
31656,78.0,2016,COUNTRIES,4,0.0
31657,78.0,2016,COUNTRIES,5,517.0
31658,78.0,2016,COUNTRIES,6,0.0
31659,78.0,2016,COUNTRIES,7,152.0
31660,78.0,2016,COUNTRIES,8,0.0
31661,78.0,2016,COUNTRIES,9,0.0
31662,78.0,2016,COUNTRIES,10,0.0
31663,78.0,2016,COUNTRIES,12,0.0
31664,78.0,2015,COUNTRIES,1,0.0
31665,78.0,2015,COUNTRIES,2,1.0
31666,78.0,2015,COUNTRIES,13,
31667,78.0,2015,COUNTRIES,4,0.0
31668,78.0,2015,COUNTRIES,5,
31669,78.0,2015,COUNTRIES,6,0.0
31670,78.0,2015,COUNTRIES,7,83.0
31671,78.0,2015,COUNTRIES,8,0.0
31672,78.0,2015,COUNTRIES,9,0.0
31673,78.0,2015,COUNTRIES,10,0.0
31674,78.0,2015,COUNTRIES,12,0.0
31675,78.0,2014,COUNTRIES,1,0.0
31676,78.0,2014,COUNTRIES,2,0.0
31677,78.0,2014,COUNTRIES,13,
31678,78.0,2014,COUNTRIES,4,0.0
31679,78.0,2014,COUNTRIES,5,0.0
31680,78.0,2014,COUNTRIES,6,0.0
31681,78.0,2014,COUNTRIES,7,25.0
31682,78.0,2014,COUNTRIES,8,0.0
31683,78.0,2014,COUNTRIES,9,0.0
31684,78.0,2014,COUNTRIES,10,2.0
31685,78.0,2014,COUNTRIES,12,0.0
31686,78.0,2013,COUNTRIES,1,0.0
31687,78.0,2013,COUNTRIES,2,0.0
31688,78.0,2013,COUNTRIES,13,
31689,78.0,2013,COUNTRIES,4,0.0
31690,78.0,2013,COUNTRIES,5,0.0
31691,78.0,2013,COUNTRIES,6,0.0
31692,78.0,2013,COUNTRIES,7,34.0
31693,78.0,2013,COUNTRIES,8,0.0
31694,78.0,2013,COUNTRIES,9,0.0
31695,78.0,2013,COUNTRIES,10,2.0
31696,78.0,2013,COUNTRIES,12,0.0
31697,78.0,2012,COUNTRIES,1,0.0
31698,78.0,2012,COUNTRIES,2,0.0
31699,78.0,2012,COUNTRIES,13,
31700,78.0,2012,COUNTRIES,4,0.0
31701,78.0,2012,COUNTRIES,5,143.0
31702,78.0,2012,COUNTRIES,6,0.0
31703,78.0,2012,COUNTRIES,7,273.0
31704,78.0,2012,COUNTRIES,8,0.0
31705,78.0,2012,COUNTRIES,9,0.0
31706,78.0,2012,COUNTRIES,10,0.0
31707,78.0,2012,COUNTRIES,12,0.0
31708,78.0,2011,COUNTRIES,1,0.0
31709,78.0,2011,COUNTRIES,2,0.0
31710,78.0,2011,COUNTRIES,4,0.0
31711,78.0,2011,COUNTRIES,5,0.0
31712,78.0,2011,COUNTRIES,6,1.0
31713,78.0,2011,COUNTRIES,7,0.0
31714,78.0,2011,COUNTRIES,8,0.0
31715,78.0,2011,COUNTRIES,9,0.0
31716,78.0,2011,COUNTRIES,10,2.0
31717,78.0,2011,COUNTRIES,12,0.0
31718,78.0,2010,COUNTRIES,1,0.0
31719,78.0,2010,COUNTRIES,2,0.0
31720,78.0,2010,COUNTRIES,4,0.0
31721,78.0,2010,COUNTRIES,5,9.0
31722,78.0,2010,COUNTRIES,6,0.0
31723,78.0,2010,COUNTRIES,7,0.0
31724,78.0,2010,COUNTRIES,8,0.0
31725,78.0,2010,COUNTRIES,9,0.0
31726,78.0,2010,COUNTRIES,10,2.0
31727,78.0,2010,COUNTRIES,12,0.0
31728,78.0,2009,COUNTRIES,1,0.0
31729,78.0,2009,COUNTRIES,2,0.0
31730,78.0,2009,COUNTRIES,4,0.0
31731,78.0,2009,COUNTRIES,5,1.0
31732,78.0,2009,COUNTRIES,6,1.0
31733,78.0,2009,COUNTRIES,7,0.0
31734,78.0,2009,COUNTRIES,8,0.0
31735,78.0,2009,COUNTRIES,9,0.0
31736,78.0,2009,COUNTRIES,10,4.0
31737,78.0,2009,COUNTRIES,12,0.0
31738,78.0,2008,COUNTRIES,1,0.0
31739,78.0,2008,COUNTRIES,2,0.0
31740,78.0,2008,COUNTRIES,4,0.0
31741,78.0,2008,COUNTRIES,5,627.0
31742,78.0,2008,COUNTRIES,6,1.0
31743,78.0,2008,COUNTRIES,7,60.0
31744,78.0,2008,COUNTRIES,8,0.0
31745,78.0,2008,COUNTRIES,9,0.0
31746,78.0,2008,COUNTRIES,10,2.0
31747,78.0,2008,COUNTRIES,12,0.0
31748,78.0,2007,COUNTRIES,1,0.0
31749,78.0,2007,COUNTRIES,2,0.0
31750,78.0,2007,COUNTRIES,13,
31751,78.0,2007,COUNTRIES,4,0.0
31752,78.0,2007,COUNTRIES,5,2.0
31753,78.0,2007,COUNTRIES,6,2.0
31754,78.0,2007,COUNTRIES,7,97.0
31755,78.0,2007,COUNTRIES,8,0.0
31756,78.0,2007,COUNTRIES,9,0.0
31757,78.0,2007,COUNTRIES,10,3.0
31758,78.0,2007,COUNTRIES,12,
31759,78.0,2006,COUNTRIES,1,
31760,78.0,2006,COUNTRIES,2,0.0
31761,78.0,2006,COUNTRIES,13,
31762,78.0,2006,COUNTRIES,4,0.0
31763,78.0,2006,COUNTRIES,5,
31764,78.0,2006,COUNTRIES,6,2.0
31765,78.0,2006,COUNTRIES,7,48.0
31766,78.0,2006,COUNTRIES,8,0.0
31767,78.0,2006,COUNTRIES,9,11.0
31768,78.0,2006,COUNTRIES,10,8.0
31769,78.0,2006,COUNTRIES,12,
31770,78.0,2005,COUNTRIES,1,1.0
31771,78.0,2005,COUNTRIES,2,0.0
31772,78.0,2005,COUNTRIES,4,0.0
31773,78.0,2005,COUNTRIES,5,1807.0
31774,78.0,2005,COUNTRIES,6,0.0
31775,78.0,2005,COUNTRIES,7,0.0
31776,78.0,2005,COUNTRIES,8,0.0
31777,78.0,2005,COUNTRIES,9,4.0
31778,78.0,2005,COUNTRIES,10,6.0
31779,78.0,2005,COUNTRIES,12,0.0
31780,78.0,2004,COUNTRIES,1,2.0
31781,78.0,2004,COUNTRIES,2,0.0
31782,78.0,2004,COUNTRIES,4,0.0
31783,78.0,2004,COUNTRIES,5,2164.0
31784,78.0,2004,COUNTRIES,6,1.0
31785,78.0,2004,COUNTRIES,7,391.0
31786,78.0,2004,COUNTRIES,8,0.0
31787,78.0,2004,COUNTRIES,9,36.0
31788,78.0,2004,COUNTRIES,10,3.0
31789,78.0,2004,COUNTRIES,12,0.0
31790,78.0,2003,COUNTRIES,1,3.0
31791,78.0,2003,COUNTRIES,2,0.0
31792,78.0,2003,COUNTRIES,4,0.0
31793,78.0,2003,COUNTRIES,5,973.0
31794,78.0,2003,COUNTRIES,6,1.0
31795,78.0,2003,COUNTRIES,7,350.0
31796,78.0,2003,COUNTRIES,8,0.0
31797,78.0,2003,COUNTRIES,9,5.0
31798,78.0,2003,COUNTRIES,10,5.0
31799,78.0,2003,COUNTRIES,12,0.0
31800,78.0,2002,COUNTRIES,1,2.0
31801,78.0,2002,COUNTRIES,2,2.0
31802,78.0,2002,COUNTRIES,4,0.0
31803,78.0,2002,COUNTRIES,5,530.0
31804,78.0,2002,COUNTRIES,6,3.0
31805,78.0,2002,COUNTRIES,7,50.0
31806,78.0,2002,COUNTRIES,8,0.0
31807,78.0,2002,COUNTRIES,9,19.0
31808,78.0,2002,COUNTRIES,10,3.0
31809,78.0,2002,COUNTRIES,12,0.0
31810,78.0,2001,COUNTRIES,1,
31811,78.0,2001,COUNTRIES,2,0.0
31812,78.0,2001,COUNTRIES,4,0.0
31813,78.0,2001,COUNTRIES,5,
31814,78.0,2001,COUNTRIES,6,5.0
31815,78.0,2001,COUNTRIES,7,229.0
31816,78.0,2001,COUNTRIES,8,0.0
31817,78.0,2001,COUNTRIES,9,62.0
31818,78.0,2001,COUNTRIES,10,7.0
31819,78.0,2001,COUNTRIES,12,0.0
31820,78.0,2000,COUNTRIES,1,
31821,78.0,2000,COUNTRIES,2,0.0
31822,78.0,2000,COUNTRIES,4,0.0
31823,78.0,2000,COUNTRIES,5,
31824,78.0,2000,COUNTRIES,6,7.0
31825,78.0,2000,COUNTRIES,7,146.0
31826,78.0,2000,COUNTRIES,8,0.0
31827,78.0,2000,COUNTRIES,9,276.0
31828,78.0,2000,COUNTRIES,10,11.0
31829,78.0,2000,COUNTRIES,12,
31830,78.0,1999,COUNTRIES,1,
31831,78.0,1999,COUNTRIES,2,0.0
31832,78.0,1999,COUNTRIES,4,0.0
31833,78.0,1999,COUNTRIES,5,
31834,78.0,1999,COUNTRIES,6,2.0
31835,78.0,1999,COUNTRIES,7,291.0
31836,78.0,1999,COUNTRIES,8,0.0
31837,78.0,1999,COUNTRIES,9,0.0
31838,78.0,1999,COUNTRIES,10,2.0
31839,78.0,1999,COUNTRIES,12,
31840,78.0,1998,COUNTRIES,2,0.0
31841,78.0,1998,COUNTRIES,4,1.0
31842,78.0,1998,COUNTRIES,6,6.0
31843,78.0,1998,COUNTRIES,7,441.0
31844,78.0,1998,COUNTRIES,8,0.0
31845,78.0,1998,COUNTRIES,9,45.0
31846,78.0,1998,COUNTRIES,10,6.0
31847,78.0,1998,COUNTRIES,12,
31848,78.0,1997,COUNTRIES,2,1.0
31849,78.0,1997,COUNTRIES,4,8.0
31850,78.0,1997,COUNTRIES,6,8.0
31851,78.0,1997,COUNTRIES,7,567.0
31852,78.0,1997,COUNTRIES,8,0.0
31853,78.0,1997,COUNTRIES,9,101.0
31854,78.0,1997,COUNTRIES,10,8.0
31855,78.0,1997,COUNTRIES,12,
31856,78.0,1996,COUNTRIES,2,0.0
31857,78.0,1996,COUNTRIES,4,1.0
31858,78.0,1996,COUNTRIES,6,12.0
31859,78.0,1996,COUNTRIES,7,65.0
31860,78.0,1996,COUNTRIES,8,0.0
31861,78.0,1996,COUNTRIES,10,12.0
31862,78.0,1996,COUNTRIES,12,
31863,78.0,1995,COUNTRIES,2,0.0
31864,78.0,1995,COUNTRIES,4,23.0
31865,78.0,1995,COUNTRIES,6,9.0
31866,78.0,1995,COUNTRIES,7,34.0
31867,78.0,1995,COUNTRIES,8,0.0
31868,78.0,1995,COUNTRIES,10,9.0
31869,78.0,1995,COUNTRIES,12,
31870,78.0,1994,COUNTRIES,2,0.0
31871,78.0,1994,COUNTRIES,4,204.0
31872,78.0,1994,COUNTRIES,6,18.0
31873,78.0,1994,COUNTRIES,7,29.0
31874,78.0,1994,COUNTRIES,8,0.0
31875,78.0,1994,COUNTRIES,10,18.0
31876,78.0,1994,COUNTRIES,12,
31877,78.0,1993,COUNTRIES,2,0.0
31878,78.0,1993,COUNTRIES,4,17.0
31879,78.0,1993,COUNTRIES,6,19.0
31880,78.0,1993,COUNTRIES,7,34.0
31881,78.0,1993,COUNTRIES,8,0.0
31882,78.0,1993,COUNTRIES,10,19.0
31883,78.0,1993,COUNTRIES,12,
31884,78.0,1992,COUNTRIES,2,3.0
31885,78.0,1992,COUNTRIES,4,97.0
31886,78.0,1992,COUNTRIES,6,24.0
31887,78.0,1992,COUNTRIES,7,156.0
31888,78.0,1992,COUNTRIES,8,0.0
31889,78.0,1992,COUNTRIES,10,32.0
31890,78.0,1992,COUNTRIES,12,
31891,78.0,1991,COUNTRIES,2,1.0
31892,78.0,1991,COUNTRIES,4,209.0
31893,78.0,1991,COUNTRIES,6,15.0
31894,78.0,1991,COUNTRIES,7,149.0
31895,78.0,1991,COUNTRIES,8,0.0
31896,78.0,1991,COUNTRIES,10,15.0
31897,78.0,1991,COUNTRIES,12,
31898,78.0,1990,COUNTRIES,2,2.0
31899,78.0,1990,COUNTRIES,4,8802.0
31900,78.0,1990,COUNTRIES,6,60.0
31901,78.0,1990,COUNTRIES,7,130.0
31902,78.0,1990,COUNTRIES,8,3.0
31903,78.0,1990,COUNTRIES,10,60.0
31904,78.0,1990,COUNTRIES,12,
31905,78.0,1989,COUNTRIES,2,10.0
31906,78.0,1989,COUNTRIES,4,2413.0
31907,78.0,1989,COUNTRIES,6,103.0
31908,78.0,1989,COUNTRIES,7,145.0
31909,78.0,1989,COUNTRIES,8,2.0
31910,78.0,1989,COUNTRIES,10,103.0
31911,78.0,1989,COUNTRIES,12,
31912,78.0,1988,COUNTRIES,2,0.0
31913,78.0,1988,COUNTRIES,4,182.0
31914,78.0,1988,COUNTRIES,6,110.0
31915,78.0,1988,COUNTRIES,7,625.0
31916,78.0,1988,COUNTRIES,8,38.0
31917,78.0,1988,COUNTRIES,10,110.0
31918,78.0,1988,COUNTRIES,12,
31919,78.0,1987,COUNTRIES,2,0.0
31920,78.0,1987,COUNTRIES,4,400.0
31921,78.0,1987,COUNTRIES,6,143.0
31922,78.0,1987,COUNTRIES,7,53.0
31923,78.0,1987,COUNTRIES,8,16.0
31924,78.0,1987,COUNTRIES,10,143.0
31925,78.0,1987,COUNTRIES,12,
31926,78.0,1986,COUNTRIES,2,0.0
31927,78.0,1986,COUNTRIES,4,1650.0
31928,78.0,1986,COUNTRIES,6,8.0
31929,78.0,1986,COUNTRIES,7,509.0
31930,78.0,1986,COUNTRIES,8,33.0
31931,78.0,1986,COUNTRIES,10,64.0
31932,78.0,1986,COUNTRIES,12,
31933,78.0,1985,COUNTRIES,2,17.0
31934,78.0,1985,COUNTRIES,4,2272.0
31935,78.0,1985,COUNTRIES,6,17.0
31936,78.0,1985,COUNTRIES,7,1507.0
31937,78.0,1985,COUNTRIES,8,29.0
31938,78.0,1985,COUNTRIES,10,101.0
31939,78.0,1985,COUNTRIES,12,
31940,78.0,1984,COUNTRIES,2,3.0
31941,78.0,1984,COUNTRIES,4,3072.0
31942,78.0,1984,COUNTRIES,6,0.0
31943,78.0,1984,COUNTRIES,7,1970.0
31944,78.0,1984,COUNTRIES,8,17.0
31945,78.0,1984,COUNTRIES,10,113.0
31946,78.0,1984,COUNTRIES,12,
31947,78.0,1983,COUNTRIES,2,13.0
31948,78.0,1983,COUNTRIES,4,2762.0
31949,78.0,1983,COUNTRIES,6,0.0
31950,78.0,1983,COUNTRIES,7,1280.0
31951,78.0,1983,COUNTRIES,8,208.0
31952,78.0,1983,COUNTRIES,10,87.0
31953,78.0,1983,COUNTRIES,12,
31954,78.0,1982,COUNTRIES,2,14.0
31955,78.0,1982,COUNTRIES,4,3992.0
31956,78.0,1982,COUNTRIES,6,0.0
31957,78.0,1982,COUNTRIES,7,1539.0
31958,78.0,1982,COUNTRIES,8,136.0
31959,78.0,1982,COUNTRIES,10,85.0
31960,78.0,1982,COUNTRIES,12,
31961,78.0,1981,COUNTRIES,2,17.0
31962,78.0,1981,COUNTRIES,4,3472.0
31963,78.0,1981,COUNTRIES,6,0.0
31964,78.0,1981,COUNTRIES,7,1211.0
31965,78.0,1981,COUNTRIES,8,42.0
31966,78.0,1981,COUNTRIES,10,80.0
31967,78.0,1981,COUNTRIES,12,
31968,78.0,1980,COUNTRIES,2,9.0
31969,78.0,1980,COUNTRIES,4,2703.0
31970,78.0,1980,COUNTRIES,6,0.0
31971,78.0,1980,COUNTRIES,7,1513.0
31972,78.0,1980,COUNTRIES,8,287.0
31973,78.0,1980,COUNTRIES,10,60.0
31974,78.0,1980,COUNTRIES,12,
31975,79.0,2023,COUNTRIES,1,0.0
31976,79.0,2023,COUNTRIES,2,0.0
31977,79.0,2023,COUNTRIES,3,0.0
31978,79.0,2023,COUNTRIES,13,
31979,79.0,2023,COUNTRIES,4,0.0
31980,79.0,2023,COUNTRIES,5,0.0
31981,79.0,2023,COUNTRIES,6,0.0
31982,79.0,2023,COUNTRIES,7,0.0
31983,79.0,2023,COUNTRIES,9,0.0
31984,79.0,2023,COUNTRIES,10,0.0
31985,79.0,2023,COUNTRIES,11,
31986,79.0,2023,COUNTRIES,12,0.0
31987,79.0,2021,COUNTRIES,1,
31988,79.0,2021,COUNTRIES,2,
31989,79.0,2021,COUNTRIES,3,
31990,79.0,2021,COUNTRIES,13,
31991,79.0,2021,COUNTRIES,4,
31992,79.0,2021,COUNTRIES,5,
31993,79.0,2021,COUNTRIES,6,
31994,79.0,2021,COUNTRIES,7,
31995,79.0,2021,COUNTRIES,9,
31996,79.0,2021,COUNTRIES,10,
31997,79.0,2021,COUNTRIES,11,
31998,79.0,2021,COUNTRIES,12,
31999,79.0,2019,COUNTRIES,1,0.0
32000,79.0,2019,COUNTRIES,2,0.0
32001,79.0,2019,COUNTRIES,13,0.0
32002,79.0,2019,COUNTRIES,4,0.0
32003,79.0,2019,COUNTRIES,5,3.0
32004,79.0,2019,COUNTRIES,6,0.0
32005,79.0,2019,COUNTRIES,7,10.0
32006,79.0,2019,COUNTRIES,9,0.0
32007,79.0,2019,COUNTRIES,10,0.0
32008,79.0,2019,COUNTRIES,11,0.0
32009,79.0,2019,COUNTRIES,12,0.0
32010,79.0,2018,COUNTRIES,1,0.0
32011,79.0,2018,COUNTRIES,2,0.0
32012,79.0,2018,COUNTRIES,13,0.0
32013,79.0,2018,COUNTRIES,4,0.0
32014,79.0,2018,COUNTRIES,5,0.0
32015,79.0,2018,COUNTRIES,6,0.0
32016,79.0,2018,COUNTRIES,7,0.0
32017,79.0,2018,COUNTRIES,9,0.0
32018,79.0,2018,COUNTRIES,11,0.0
32019,79.0,2018,COUNTRIES,12,0.0
32020,79.0,2017,COUNTRIES,1,0.0
32021,79.0,2017,COUNTRIES,2,0.0
32022,79.0,2017,COUNTRIES,13,
32023,79.0,2017,COUNTRIES,4,0.0
32024,79.0,2017,COUNTRIES,5,0.0
32025,79.0,2017,COUNTRIES,6,0.0
32026,79.0,2017,COUNTRIES,7,0.0
32027,79.0,2017,COUNTRIES,9,0.0
32028,79.0,2017,COUNTRIES,10,0.0
32029,79.0,2017,COUNTRIES,12,
32030,79.0,2016,COUNTRIES,1,0.0
32031,79.0,2016,COUNTRIES,2,0.0
32032,79.0,2016,COUNTRIES,13,
32033,79.0,2016,COUNTRIES,4,0.0
32034,79.0,2016,COUNTRIES,5,0.0
32035,79.0,2016,COUNTRIES,6,0.0
32036,79.0,2016,COUNTRIES,7,
32037,79.0,2016,COUNTRIES,9,0.0
32038,79.0,2016,COUNTRIES,10,
32039,79.0,2016,COUNTRIES,12,
32040,79.0,2015,COUNTRIES,1,0.0
32041,79.0,2015,COUNTRIES,2,0.0
32042,79.0,2015,COUNTRIES,13,
32043,79.0,2015,COUNTRIES,4,0.0
32044,79.0,2015,COUNTRIES,5,0.0
32045,79.0,2015,COUNTRIES,6,0.0
32046,79.0,2015,COUNTRIES,7,31.0
32047,79.0,2015,COUNTRIES,9,0.0
32048,79.0,2015,COUNTRIES,12,
32049,79.0,2014,COUNTRIES,1,
32050,79.0,2014,COUNTRIES,2,
32051,79.0,2014,COUNTRIES,13,
32052,79.0,2014,COUNTRIES,4,
32053,79.0,2014,COUNTRIES,5,
32054,79.0,2014,COUNTRIES,6,
32055,79.0,2014,COUNTRIES,7,
32056,79.0,2014,COUNTRIES,9,
32057,79.0,2014,COUNTRIES,10,
32058,79.0,2014,COUNTRIES,12,
32059,79.0,2013,COUNTRIES,1,0.0
32060,79.0,2013,COUNTRIES,2,0.0
32061,79.0,2013,COUNTRIES,13,0.0
32062,79.0,2013,COUNTRIES,4,0.0
32063,79.0,2013,COUNTRIES,5,3.0
32064,79.0,2013,COUNTRIES,6,0.0
32065,79.0,2013,COUNTRIES,7,1.0
32066,79.0,2013,COUNTRIES,9,0.0
32067,79.0,2013,COUNTRIES,10,0.0
32068,79.0,2013,COUNTRIES,12,0.0
32069,79.0,2012,COUNTRIES,1,0.0
32070,79.0,2012,COUNTRIES,2,0.0
32071,79.0,2012,COUNTRIES,13,0.0
32072,79.0,2012,COUNTRIES,4,0.0
32073,79.0,2012,COUNTRIES,5,3.0
32074,79.0,2012,COUNTRIES,6,0.0
32075,79.0,2012,COUNTRIES,7,1.0
32076,79.0,2012,COUNTRIES,9,0.0
32077,79.0,2012,COUNTRIES,10,0.0
32078,79.0,2012,COUNTRIES,12,0.0
32079,79.0,2011,COUNTRIES,1,0.0
32080,79.0,2011,COUNTRIES,2,0.0
32081,79.0,2011,COUNTRIES,13,0.0
32082,79.0,2011,COUNTRIES,4,1.0
32083,79.0,2011,COUNTRIES,5,625.0
32084,79.0,2011,COUNTRIES,6,0.0
32085,79.0,2011,COUNTRIES,7,168.0
32086,79.0,2011,COUNTRIES,9,0.0
32087,79.0,2011,COUNTRIES,10,0.0
32088,79.0,2011,COUNTRIES,12,0.0
32089,79.0,2010,COUNTRIES,1,0.0
32090,79.0,2010,COUNTRIES,2,0.0
32091,79.0,2010,COUNTRIES,13,0.0
32092,79.0,2010,COUNTRIES,4,0.0
32093,79.0,2010,COUNTRIES,5,502.0
32094,79.0,2010,COUNTRIES,6,0.0
32095,79.0,2010,COUNTRIES,7,0.0
32096,79.0,2010,COUNTRIES,9,0.0
